"Outcome","ID","bp_genA","bp_genT","bp_genC","bp_genG","bp_genome_total","fr_genA","fr_genT","fr_genC","fr_genG","genomic_topological_entropy_score","genomic_chargaff_score_pf","genomic_chargaff_score_ct","genomic_shannon_score","n_cds_plus","n_cds_minus","n_cds_total","bp_cdsA","bp_cdsT","bp_cdsC","bp_cdsG","bp_cds_total","fr_cdsA","fr_cdsT","fr_cdsC","fr_cdsG","cds_topological_entropy_score","cds_chargaff_score_pf","cds_chargaff_score_ct","cds_shannon_score","n_ncRNA_plus","n_ncRNA_minus","n_ncRNA_total","bp_ncRNA_A","bp_ncRNA_T","bp_ncRNA_C","bp_ncRNA_G","bp_ncRNA_total","fr_ncRNA_A","fr_ncRNA_T","fr_ncRNA_C","fr_ncRNA_G","ncRNA_topological_entropy_score","ncRNA_chargaff_score_pf","ncRNA_chargaff_score_ct","ncRNA_shannon_score","n_tRNA_plus","n_tRNA_minus","n_tRNA_total","bp_tRNA_A","bp_tRNA_T","bp_tRNA_C","bp_tRNA_G","bp_tRNA_total","fr_tRNA_A","fr_tRNA_T","fr_tRNA_C","fr_tRNA_G","tRNA_topological_entropy_score","tRNA_chargaff_score_pf","tRNA_chargaff_score_ct","tRNA_shannon_score","n_rRNA_plus","n_rRNA_minus","n_rRNA_total","bp_rRNA_A","bp_rRNA_T","bp_rRNA_C","bp_rRNA_G","bp_rRNA_total","fr_rRNA_A","fr_rRNA_T","fr_rRNA_C","fr_rRNA_G","rRNA_topological_entropy_score","rRNA_chargaff_score_pf","rRNA_chargaff_score_ct","rRNA_shannon_score"
"Bacteria","NZ_CP024941",736068,734515,1295712,1292876,4059171,0.18,0.18,0.32,0.32,0.9337,0.0022,0.9979,1.9446,1643,1815,3458,607625,588951,1068334,1098921,3363831,0.18,0.18,0.31,0.32,0.8842,0.1458,0.8715,1.9333,1,2,3,143,119,202,231,695,0.2,0.18,0.29,0.33,0.8725,0.1942,0.8313,1.9436,27,28,55,826,898,1223,1369,4316,0.19,0.21,0.28,0.32,0.8861,0.1354,0.8775,1.9624,3,6,9,3471,2742,3102,4269,13584,0.25,0.19,0.26,0.3,0.9134,0.261,0.7704,1.9774
"Bacteria","NZ_CP065721",719331,719483,1302991,1300318,4042123,0.18,0.18,0.32,0.32,0.9331,0.0011,0.9989,1.9393,1781,1828,3609,623133,604969,1141818,1128374,3498294,0.18,0.17,0.32,0.32,0.8846,0.1579,0.8613,1.9255,1,2,3,138,110,175,213,636,0.2,0.17,0.29,0.35,0.8825,0.1723,0.8496,1.9322,34,26,60,901,975,1353,1492,4721,0.19,0.21,0.29,0.32,0.8884,0.1354,0.8772,1.9597,6,6,12,4714,3824,3976,5653,18167,0.25,0.21,0.24,0.3,0.9115,0.2126,0.8134,1.9842
"Bacteria","NZ_CP014864",855985,854517,1112584,1115310,3938396,0.22,0.22,0.28,0.28,0.9503,0.0021,0.9979,1.9875,1516,1526,3042,690589,652636,882069,928213,3153507,0.22,0.21,0.27,0.29,0.9049,0.1779,0.8438,1.9683,2,1,3,128,117,189,223,657,0.19,0.19,0.29,0.34,0.8758,0.2053,0.8184,1.9408,24,24,48,698,765,1092,1210,3765,0.19,0.2,0.29,0.32,0.8851,0.1488,0.8652,1.9554,6,3,9,3456,2755,3083,4296,13590,0.25,0.2,0.24,0.31,0.9175,0.2462,0.7832,1.9815
"Bacteria","NZ_CP048000",1735006,1744947,1018754,1001728,5500435,0.32,0.32,0.19,0.18,0.9456,0.0113,0.9888,1.9486,2061,2281,4342,1356264,1162455,652498,874811,4046028,0.34,0.29,0.16,0.21,0.8942,0.2679,0.7718,1.9315,3,1,4,276,250,213,285,1024,0.27,0.25,0.21,0.27,0.8887,0.1934,0.8279,1.9827,17,43,60,922,1032,1132,1408,4494,0.21,0.23,0.25,0.31,0.8914,0.2091,0.8179,1.9694,3,18,21,9422,6761,6740,9943,32866,0.26,0.21,0.21,0.31,0.9065,0.3039,0.7418,1.9752
"Bacteria","NZ_LT906449",743066,756211,595178,594044,2688499,0.28,0.28,0.22,0.22,0.9512,0.0097,0.9904,1.9904,1090,1161,2251,660173,570873,485307,553099,2269452,0.3,0.26,0.2,0.24,0.9039,0.2342,0.8,1.9672,1,1,2,118,95,83,107,403,0.28,0.23,0.23,0.27,0.8953,0.1937,0.8278,1.9862,20,29,49,761,926,884,1128,3699,0.21,0.25,0.24,0.3,0.8891,0.2252,0.8058,1.9747,3,9,12,4975,4013,3562,5338,17888,0.28,0.24,0.21,0.28,0.9136,0.2132,0.8161,1.986
"Bacteria","NZ_CP011545",501486,501602,859246,858892,2721226,0.18,0.18,0.32,0.32,0.94,3e-04,0.9997,1.9496,1225,1197,2422,413384,438120,793396,713016,2357916,0.18,0.19,0.33,0.3,0.8937,0.188,0.8362,1.9332,1,1,2,110,76,147,174,507,0.2,0.16,0.29,0.34,0.8683,0.1957,0.8316,1.9373,31,20,51,725,808,1115,1258,3906,0.19,0.21,0.28,0.32,0.8881,0.1964,0.8271,1.9505,6,6,12,4251,4280,4088,6373,18992,0.21,0.21,0.23,0.35,0.9069,0.2237,0.8126,1.9621
"Bacteria","NZ_CP089974",611242,607832,452444,451693,2123211,0.29,0.29,0.21,0.21,0.9417,0.0036,0.9964,1.9841,900,922,1822,498622,470948,358768,403472,1731810,0.29,0.27,0.21,0.23,0.8991,0.2035,0.8237,1.9722,1,2,3,168,150,145,171,634,0.27,0.24,0.23,0.27,0.8995,0.2802,0.757,1.9824,34,15,49,777,892,1017,1164,3850,0.2,0.23,0.26,0.3,0.8893,0.1622,0.8544,1.975,9,3,12,4908,3968,3788,5352,18016,0.27,0.22,0.22,0.29,0.9173,0.231,0.7957,1.9883
"Bacteria","NZ_CP034587",1027450,1031667,2647057,2661689,7367863,0.14,0.14,0.36,0.36,0.9144,0.0048,0.9952,1.8547,2835,3141,5976,832004,803408,2259656,2066310,5961378,0.14,0.14,0.37,0.35,0.8638,0.1795,0.8434,1.8423,1,1,2,91,61,166,187,505,0.18,0.14,0.33,0.36,0.8796,0.1845,0.8417,1.8855,48,29,77,1021,1193,1660,1930,5804,0.18,0.21,0.29,0.33,0.8868,0.2066,0.8196,1.9422,6,15,21,7581,6512,7882,11366,33341,0.22,0.19,0.25,0.34,0.9092,0.2399,0.7885,1.9635
"Bacteria","NZ_CP049250",701317,710902,975952,987565,3375736,0.21,0.21,0.29,0.29,0.9458,0.0127,0.9874,1.9806,1447,1497,2944,564568,584979,816149,833286,2798982,0.2,0.21,0.29,0.3,0.9005,0.128,0.8861,1.9714,2,1,3,144,103,206,230,683,0.2,0.15,0.32,0.33,0.8889,0.2413,0.7959,1.9179,25,27,52,783,835,1144,1289,4051,0.19,0.21,0.28,0.32,0.8862,0.1467,0.8682,1.9593,6,3,9,3357,2700,3033,4110,13200,0.23,0.2,0.26,0.32,0.8998,0.1895,0.8313,1.967
"Bacteria","NC_013961",883879,881833,1023008,1016853,3805573,0.23,0.23,0.27,0.27,0.9502,0.0042,0.9958,1.9962,1463,1690,3153,700311,695395,805191,880328,3081225,0.23,0.23,0.26,0.28,0.9047,0.1467,0.8697,1.9795,18,3,21,699,468,868,908,2943,0.24,0.16,0.3,0.31,0.8758,0.3102,0.7507,1.9381,56,21,77,1166,1318,1683,1859,6026,0.19,0.22,0.28,0.31,0.889,0.1741,0.8442,1.9655,16,6,22,8287,6406,7505,10289,32487,0.23,0.19,0.26,0.33,0.9139,0.224,0.8014,1.964
"Bacteria","NZ_AP024955",670876,673958,1137788,1134363,3616985,0.19,0.19,0.31,0.31,0.9304,0.0038,0.9962,1.952,1455,1562,3017,540175,527605,914378,955904,2938062,0.19,0.18,0.31,0.32,0.8838,0.1556,0.864,1.9383,1,2,3,140,119,201,235,695,0.19,0.18,0.29,0.33,0.8769,0.1654,0.854,1.9405,23,32,55,826,894,1220,1370,4310,0.19,0.21,0.28,0.32,0.8872,0.1399,0.8739,1.9618,3,9,12,4604,3623,4130,5746,18103,0.25,0.19,0.25,0.3,0.9125,0.2671,0.7659,1.9767
"Bacteria","NC_022198",417837,417224,598526,598275,2031862,0.21,0.21,0.29,0.29,0.6029,9e-04,0.9991,1.977,844,889,1733,343189,353225,512702,507262,1716378,0.2,0.21,0.3,0.29,0.8993,0.2712,0.7754,1.9526,1,1,2,117,97,148,168,530,0.2,0.22,0.26,0.32,0.8816,0.2802,0.7591,1.9645,26,23,49,690,789,1038,1192,3709,0.19,0.21,0.28,0.32,0.8894,0.204,0.8208,1.9539,6,6,12,4316,4164,4084,6332,18896,0.21,0.21,0.24,0.35,0.8027,0.2244,0.8079,1.9564
"Bacteria","NC_014828",669276,667780,839449,832071,3008576,0.22,0.22,0.28,0.28,0.947,0.0055,0.9945,1.9911,1276,1233,2509,525452,478791,641175,676558,2321976,0.23,0.21,0.27,0.29,0.8991,0.1819,0.8409,1.9672,4,2,6,205,158,275,329,967,0.19,0.16,0.29,0.35,0.8691,0.1941,0.8316,1.922,18,42,60,908,1011,1298,1449,4666,0.19,0.22,0.28,0.31,0.8869,0.1644,0.852,1.9676,3,6,9,3498,2517,3063,4281,13359,0.25,0.19,0.24,0.32,0.9147,0.2651,0.7688,1.9759
"Bacteria","NZ_AP019307",489473,490217,994952,990660,2965302,0.17,0.17,0.34,0.33,0.9247,0.0029,0.9971,1.9153,1499,1300,2799,428080,434345,900128,873469,2636022,0.16,0.17,0.34,0.33,0.8805,0.1327,0.8816,1.9082,1,1,2,94,64,135,167,460,0.2,0.14,0.31,0.35,0.8771,0.2449,0.7885,1.9111,29,17,46,627,709,1013,1155,3504,0.18,0.2,0.29,0.33,0.8835,0.1902,0.833,1.9428,3,3,6,2276,1898,2172,3066,9412,0.24,0.18,0.26,0.33,0.8905,0.2911,0.7603,1.955
"Bacteria","NZ_CP071091",1620172,1630093,3565544,3551720,10367629,0.16,0.16,0.34,0.34,0.923,0.005,0.995,1.8972,4051,3681,7732,1383975,1415795,3029423,3179546,9008739,0.16,0.16,0.33,0.35,0.878,0.1694,0.8514,1.8879,2,1,3,133,108,205,240,686,0.18,0.17,0.3,0.35,0.8717,0.2358,0.7955,1.9239,40,36,76,1087,1123,1658,1897,5765,0.19,0.2,0.29,0.33,0.8843,0.159,0.8586,1.9482,9,3,12,4733,3494,4370,5867,18464,0.24,0.18,0.26,0.32,0.9167,0.2521,0.778,1.9651
"Bacteria","NZ_CP049241",684028,688812,1134027,1139364,3646231,0.19,0.19,0.31,0.31,0.9353,0.0058,0.9942,1.9555,1575,1747,3322,563466,571554,976123,956807,3067950,0.19,0.19,0.31,0.31,0.8901,0.1402,0.8765,1.945,2,1,3,142,106,209,235,692,0.2,0.15,0.32,0.33,0.8867,0.2222,0.8101,1.9184,26,27,53,806,837,1191,1324,4158,0.19,0.2,0.29,0.32,0.8865,0.1438,0.8704,1.957,3,6,9,3378,2742,3141,4191,13452,0.22,0.2,0.26,0.32,0.9018,0.1872,0.8327,1.9648
"Bacteria","NZ_CP012342",504708,506086,775755,775192,2563723,0.2,0.2,0.3,0.3,0.9466,0.0017,0.9983,1.9673,1172,1089,2261,426068,436981,660331,699185,2222565,0.19,0.2,0.3,0.31,0.8988,0.1727,0.8488,1.9537,1,1,2,106,83,133,177,499,0.19,0.19,0.27,0.34,0.8776,0.2888,0.7505,1.946,19,30,49,690,794,1066,1208,3758,0.18,0.21,0.28,0.32,0.888,0.2071,0.8184,1.9518,5,6,11,4345,4117,4091,6186,18739,0.22,0.21,0.24,0.34,0.9133,0.2153,0.8146,1.9648
"Bacteria","NZ_CP007212",657304,652905,1411864,1417967,4140040,0.16,0.16,0.34,0.34,0.9156,0.0055,0.9945,1.9005,1744,1731,3475,539672,525351,1175100,1168969,3409092,0.16,0.16,0.34,0.34,0.8689,0.1475,0.8704,1.8879,2,1,3,134,111,215,236,696,0.19,0.17,0.31,0.33,0.8703,0.1424,0.8745,1.9289,26,27,53,789,853,1187,1338,4167,0.19,0.21,0.29,0.32,0.8874,0.1482,0.8662,1.9584,6,3,9,3510,2829,3021,4221,13581,0.25,0.2,0.25,0.3,0.9154,0.2454,0.7831,1.9806
"Bacteria","NZ_CP012373",1266731,1271477,866741,860368,4265317,0.3,0.3,0.2,0.2,0.9488,0.0056,0.9945,1.9738,1701,1727,3428,1089471,1017239,718892,771200,3596802,0.3,0.28,0.2,0.22,0.9027,0.1814,0.8417,1.964,2,5,7,262,228,212,273,975,0.26,0.23,0.22,0.29,0.8945,0.2583,0.7805,1.9778,21,25,46,709,785,998,1113,3605,0.2,0.22,0.28,0.31,0.8881,0.1447,0.8699,1.9663,3,3,6,2544,1946,1908,2668,9066,0.27,0.21,0.23,0.28,0.9138,0.2374,0.7928,1.9867
"Bacteria","NZ_CP048852",1125193,1132278,879352,875548,4012371,0.28,0.28,0.22,0.22,0.9493,0.0053,0.9947,1.9886,1628,1779,3407,874062,745254,597955,709964,2927235,0.31,0.26,0.2,0.24,0.8997,0.2406,0.7933,1.9664,1,3,4,276,259,211,282,1028,0.27,0.26,0.2,0.27,0.8874,0.1864,0.8347,1.9805,57,29,86,1297,1433,1819,2091,6640,0.2,0.22,0.27,0.31,0.8881,0.1564,0.8601,1.9651,27,3,30,11900,9045,10555,14440,45940,0.24,0.2,0.25,0.31,0.9156,0.2235,0.8025,1.9779
"Bacteria","NZ_CP045704",908672,911806,2515357,2512995,6848830,0.13,0.13,0.37,0.37,0.9076,0.0022,0.9978,1.8354,2554,2743,5297,742254,718420,2115203,1896159,5472036,0.14,0.13,0.38,0.35,0.8595,0.1884,0.8364,1.8277,1,1,2,84,61,163,193,501,0.15,0.14,0.31,0.39,0.8862,0.2969,0.7463,1.859,32,34,66,898,1009,1429,1640,4976,0.18,0.2,0.29,0.33,0.885,0.1988,0.8256,1.9438,12,9,21,7528,6615,7844,11375,33362,0.22,0.19,0.25,0.34,0.9115,0.2484,0.7822,1.961
"Bacteria","NZ_LR738855",571465,574913,653416,651225,2451019,0.23,0.23,0.27,0.27,0.956,0.0047,0.9953,1.997,1100,1045,2145,463265,472780,546721,552260,2035026,0.23,0.23,0.27,0.27,0.9074,0.213,0.8174,1.9767,1,1,2,114,103,130,173,520,0.21,0.2,0.26,0.34,0.8822,0.173,0.8441,1.9637,32,20,52,761,863,1065,1240,3929,0.19,0.22,0.27,0.32,0.8896,0.2026,0.8216,1.9602,6,9,15,5267,5518,4849,7971,23605,0.2,0.23,0.23,0.35,0.9014,0.2909,0.7581,1.9566
"Bacteria","NZ_CP088980",632615,635897,1332815,1328335,3929662,0.16,0.16,0.34,0.34,0.9194,0.0043,0.9957,1.9074,1758,1650,3408,553244,529778,1158471,1155467,3396960,0.16,0.16,0.34,0.34,0.8744,0.1519,0.8666,1.8955,2,1,3,128,101,195,223,647,0.19,0.17,0.3,0.35,0.8799,0.32,0.7388,1.9135,25,25,50,751,817,1140,1256,3964,0.19,0.21,0.29,0.32,0.8896,0.1392,0.8738,1.9569,3,3,6,2297,1781,2121,2879,9078,0.24,0.19,0.26,0.32,0.9111,0.2158,0.8092,1.9693
"Bacteria","NZ_LT629766",722870,718038,1296056,1286019,4023083,0.18,0.18,0.32,0.32,0.9317,0.0072,0.9928,1.9411,1688,1665,3353,606654,579894,1143733,1036214,3366495,0.18,0.17,0.34,0.31,0.8867,0.161,0.8573,1.9288,1,1,2,93,69,136,162,460,0.19,0.16,0.31,0.35,0.8865,0.1982,0.8256,1.921,21,26,47,645,743,1017,1197,3602,0.18,0.21,0.28,0.33,0.8885,0.2037,0.8226,1.9459,3,9,12,4432,4068,4128,6416,19044,0.22,0.22,0.22,0.34,0.9027,0.2807,0.7626,1.9681
"Bacteria","NZ_CP012871",1005361,1003795,1344974,1348819,4702949,0.21,0.21,0.29,0.29,0.9477,0.0022,0.9978,1.9847,2062,2147,4209,849499,836679,1160925,1230380,4077483,0.21,0.21,0.28,0.3,0.9,0.149,0.868,1.9665,4,1,5,211,176,234,275,896,0.24,0.22,0.25,0.29,0.8874,0.2102,0.8214,1.9579,53,32,85,1321,1423,1878,2049,6671,0.2,0.21,0.28,0.31,0.8869,0.1528,0.8617,1.9656,15,7,22,8270,6464,7205,10105,32044,0.24,0.19,0.25,0.32,0.9108,0.2627,0.77,1.966
"Bacteria","NZ_CP051680",2053795,2065245,2114577,2114633,8348250,0.25,0.25,0.25,0.25,0.9559,0.0028,0.9972,1.9999,2999,3130,6129,1669172,1522132,1563725,1825078,6580107,0.26,0.24,0.23,0.27,0.9062,0.1908,0.8321,1.9836,2,1,3,209,215,224,286,934,0.22,0.24,0.24,0.3,0.9016,0.2007,0.8219,1.9839,31,37,68,1072,1124,1482,1628,5306,0.2,0.21,0.28,0.31,0.892,0.141,0.8727,1.9664,13,8,21,8434,6163,7418,10407,32422,0.24,0.18,0.25,0.32,0.9126,0.2619,0.7718,1.9682
"Bacteria","NZ_AP028022",461586,457642,412125,405791,1737144,0.27,0.26,0.24,0.23,0.9418,0.012,0.988,1.9975,684,725,1409,336785,288293,281281,291037,1197396,0.28,0.24,0.23,0.24,0.8958,0.2267,0.8071,1.9783,1,1,2,128,94,83,113,418,0.3,0.24,0.19,0.27,0.8923,0.2645,0.7732,1.9783,14,23,37,608,653,790,882,2933,0.21,0.22,0.27,0.3,0.8892,0.1451,0.8692,1.9742,2,4,6,2501,1987,1921,2600,9009,0.26,0.22,0.23,0.29,0.912,0.2193,0.8041,1.9878
"Bacteria","NZ_CP095073",1227340,1221066,894360,897462,4240228,0.29,0.29,0.21,0.21,0.9561,0.0043,0.9957,1.9826,1968,1747,3715,956218,842143,609527,743795,3151683,0.31,0.27,0.19,0.23,0.9034,0.2337,0.7981,1.9647,2,1,3,227,184,188,242,841,0.26,0.22,0.23,0.29,0.8988,0.2016,0.8217,1.9814,12,54,66,977,1072,1438,1610,5097,0.19,0.21,0.28,0.32,0.8874,0.1392,0.8743,1.9623,3,18,21,8247,6235,7535,10185,32202,0.24,0.2,0.25,0.31,0.9184,0.2236,0.8021,1.9788
"Bacteria","NZ_CP100553",963823,959585,1748697,1741939,5414044,0.18,0.18,0.32,0.32,0.9335,0.0041,0.9959,1.9387,2509,2329,4838,831601,805422,1556740,1497283,4691046,0.18,0.17,0.33,0.32,0.8843,0.1561,0.8624,1.9253,2,1,3,131,106,173,214,624,0.19,0.17,0.28,0.35,0.8773,0.2035,0.8234,1.9253,36,30,66,993,1083,1463,1610,5149,0.19,0.21,0.28,0.31,0.8891,0.1446,0.8691,1.9613,3,9,12,4704,3832,4008,5636,18180,0.26,0.21,0.24,0.3,0.9106,0.2182,0.8084,1.9856
"Bacteria","NZ_LS483422",1274468,1281092,864675,865765,4286000,0.3,0.3,0.2,0.2,0.9536,0.0032,0.9968,1.9731,1833,1833,3666,1036787,1011866,684020,779424,3512097,0.3,0.29,0.19,0.22,0.9052,0.1669,0.8524,1.9641,1,2,3,149,133,156,215,653,0.21,0.22,0.24,0.33,0.8948,0.2823,0.7604,1.9641,40,37,77,1197,1296,1682,1847,6022,0.2,0.22,0.28,0.31,0.8894,0.1431,0.8716,1.9687,12,10,22,8496,6851,6904,9841,32092,0.25,0.2,0.24,0.31,0.9177,0.2462,0.7831,1.9739
"Bacteria","NZ_CP011807",947032,955826,1674031,1664782,5241671,0.18,0.18,0.32,0.32,0.9375,0.0074,0.9926,1.9452,2194,2135,4329,768188,777335,1371893,1405686,4323102,0.18,0.18,0.32,0.32,0.888,0.1435,0.8732,1.9342,2,1,3,138,117,198,237,690,0.19,0.19,0.29,0.33,0.8915,0.1819,0.843,1.9397,21,44,65,970,1065,1439,1633,5107,0.19,0.21,0.28,0.32,0.8878,0.1463,0.8682,1.9603,3,9,12,4692,3732,4032,5640,18096,0.26,0.2,0.25,0.29,0.9077,0.2683,0.7651,1.9799
"Bacteria","NC_004193",1165552,1169556,648314,647106,3630528,0.32,0.32,0.18,0.18,0.9433,0.0026,0.9974,1.94,1531,1568,3099,929597,793095,412632,560308,2695632,0.35,0.3,0.15,0.21,0.8935,0.2782,0.7638,1.9193,2,2,4,291,263,201,271,1026,0.29,0.26,0.19,0.26,0.8979,0.2153,0.8109,1.9697,59,11,70,1070,1158,1505,1688,5421,0.2,0.21,0.28,0.31,0.8846,0.1453,0.8688,1.9649,19,3,22,8611,6668,7196,9856,32331,0.25,0.2,0.24,0.3,0.9116,0.2176,0.807,1.9818
"Bacteria","NZ_CP025697",1310276,1314348,1550462,1549010,5725820,0.23,0.23,0.27,0.27,0.9502,0.002,0.998,1.9949,2448,2680,5128,1087980,1090618,1288774,1409998,4877379,0.23,0.23,0.26,0.29,0.9027,0.1518,0.8656,1.9787,6,3,9,332,261,399,446,1438,0.23,0.19,0.28,0.31,0.8866,0.2239,0.8081,1.9552,40,32,72,1125,1226,1582,1746,5679,0.2,0.22,0.28,0.31,0.8861,0.1586,0.8571,1.9673,5,3,8,185,143,288,312,928,0.2,0.15,0.31,0.34,0.8877,0.168,0.8482,1.9321
"Bacteria","NZ_AP024276",657937,660998,440892,437515,2197342,0.3,0.3,0.2,0.2,0.9482,0.0062,0.9939,1.9708,914,1063,1977,545481,520014,332020,396248,1793763,0.31,0.29,0.18,0.22,0.8988,0.2049,0.8222,1.955,2,1,3,196,163,126,167,652,0.29,0.25,0.2,0.26,0.8891,0.2471,0.7893,1.9781,36,20,56,851,967,1091,1328,4237,0.2,0.23,0.26,0.31,0.8879,0.19,0.8332,1.9679,9,3,12,4974,3976,3868,5489,18307,0.26,0.22,0.23,0.29,0.9091,0.2178,0.8078,1.9881
"Bacteria","NZ_LT629970",860562,858777,1309645,1303205,4332289,0.2,0.2,0.3,0.3,0.9471,0.0035,0.9965,1.9691,1898,1834,3732,711397,709833,1092082,1108723,3622035,0.2,0.2,0.3,0.3,0.899,0.1481,0.8693,1.9589,1,2,3,135,115,172,213,635,0.19,0.18,0.28,0.35,0.8767,0.1801,0.8404,1.9328,37,22,59,895,960,1326,1464,4645,0.19,0.21,0.29,0.31,0.8904,0.1384,0.8742,1.9601,9,3,12,4712,3849,3963,5652,18176,0.25,0.21,0.23,0.3,0.9114,0.2089,0.816,1.986
"Bacteria","NZ_CP097329",1322262,1318249,949183,940646,4530340,0.29,0.29,0.21,0.21,0.9521,0.006,0.994,1.9801,1904,2042,3946,1009450,992439,718174,779590,3499653,0.29,0.28,0.2,0.22,0.9041,0.1629,0.8575,1.9697,2,1,3,183,193,152,214,742,0.23,0.25,0.22,0.3,0.8943,0.2088,0.818,1.982,31,23,54,861,994,1040,1281,4176,0.21,0.24,0.25,0.31,0.8896,0.2063,0.8189,1.9741,6,3,9,3726,2730,2841,3978,13275,0.26,0.22,0.23,0.3,0.8979,0.2508,0.7809,1.9842
"Bacteria","NZ_CP041695",1191194,1187726,2659089,2649574,7687583,0.15,0.15,0.35,0.34,0.9225,0.0033,0.9968,1.8925,3222,3273,6495,969731,982043,2250352,2181955,6384081,0.15,0.16,0.35,0.34,0.8749,0.1519,0.866,1.8834,1,1,2,89,60,168,191,508,0.16,0.13,0.34,0.37,0.8586,0.165,0.8609,1.866,44,27,71,928,1089,1547,1794,5358,0.17,0.2,0.29,0.33,0.8832,0.2103,0.8186,1.9394,6,3,9,3345,2744,3378,4777,14244,0.23,0.17,0.26,0.34,0.901,0.2851,0.7545,1.9537
"Bacteria","NZ_CP095042",620742,616391,1505754,1507276,4250163,0.15,0.15,0.35,0.35,0.9067,0.004,0.996,1.8701,1861,1797,3658,542753,541261,1381300,1292312,3757626,0.14,0.15,0.37,0.34,0.8582,0.1451,0.8719,1.8602,1,1,2,89,46,159,181,475,0.18,0.1,0.33,0.38,0.8553,0.3476,0.72,1.8436,18,26,44,605,686,953,1120,3364,0.18,0.2,0.28,0.33,0.8871,0.208,0.819,1.944,3,3,6,2290,1860,2228,3126,9504,0.24,0.17,0.26,0.34,0.9054,0.3189,0.7352,1.9469
"Bacteria","NZ_CP084098",1384996,1387297,738544,739248,4250085,0.33,0.33,0.17,0.17,0.9388,0.0013,0.9987,1.932,1694,1729,3423,1143304,1067637,559996,665713,3436650,0.34,0.31,0.16,0.19,0.8917,0.2024,0.8248,1.9179,2,1,3,186,171,130,178,665,0.28,0.25,0.2,0.27,0.9012,0.2053,0.8195,1.985,22,21,43,641,755,819,1031,3246,0.2,0.23,0.25,0.32,0.8895,0.2176,0.8112,1.969,3,6,9,3777,2535,2697,4131,13140,0.28,0.2,0.22,0.31,0.9082,0.3388,0.713,1.9757
"Bacteria","NZ_CP040392",1304359,1299031,1526666,1526372,5656428,0.23,0.23,0.27,0.27,0.9509,0.0021,0.9979,1.9954,2636,2416,5052,1083058,1090076,1274721,1398657,4846512,0.23,0.23,0.26,0.28,0.9033,0.1511,0.8661,1.9799,4,6,10,359,294,435,472,1560,0.23,0.19,0.28,0.3,0.8778,0.168,0.8527,1.9644,36,49,85,1350,1438,1887,2063,6738,0.2,0.21,0.28,0.31,0.8868,0.1565,0.8587,1.9654,7,15,22,8147,6311,7367,10219,32044,0.23,0.18,0.26,0.33,0.9108,0.2469,0.7828,1.9609
"Bacteria","NZ_CP051685",1034326,1040779,2080079,2075415,6230599,0.17,0.17,0.33,0.33,0.9257,0.0042,0.9958,1.918,2375,2522,4897,895482,798253,1814960,1760898,5269593,0.17,0.16,0.34,0.33,0.8746,0.1571,0.8627,1.8972,1,2,3,140,119,167,203,629,0.21,0.2,0.28,0.31,0.8907,0.2078,0.8187,1.9565,55,34,89,1315,1468,1949,2221,6953,0.19,0.21,0.28,0.32,0.8846,0.1599,0.8565,1.9606,12,9,21,8248,6595,6970,9860,31673,0.26,0.21,0.24,0.29,0.9206,0.2585,0.7728,1.9828
"Bacteria","NZ_CP118916",1141231,1141986,775829,775351,3834397,0.3,0.3,0.2,0.2,0.9483,6e-04,0.9994,1.9735,1473,1647,3120,960342,898038,605649,693291,3157320,0.31,0.29,0.19,0.22,0.9027,0.1686,0.8505,1.9639,1,2,3,161,142,155,202,660,0.23,0.22,0.24,0.31,0.8918,0.2567,0.7786,1.9768,44,60,104,1688,1795,2259,2426,8168,0.21,0.22,0.28,0.3,0.886,0.1559,0.8605,1.9695,19,9,28,11215,9002,8742,12179,41138,0.28,0.22,0.22,0.28,0.9102,0.2314,0.7955,1.988
"Bacteria","NZ_CP028105",1218480,1238537,545349,535309,3537675,0.34,0.35,0.15,0.15,0.9191,0.0175,0.9827,1.8878,1475,1574,3049,1165028,873098,350243,577388,2965757,0.4,0.29,0.11,0.19,0.8707,0.4217,0.6647,1.8519,1,1,2,147,106,79,113,445,0.31,0.26,0.17,0.26,0.8933,0.3045,0.7448,1.9654,28,29,57,959,1036,1200,1265,4460,0.21,0.23,0.27,0.28,0.8907,0.1298,0.8819,1.9821,12,10,22,9038,7144,6318,9369,31869,0.28,0.21,0.22,0.29,0.9142,0.2988,0.7436,1.9803
"Bacteria","NZ_CP017279",1101604,1103869,1315418,1336548,4857439,0.23,0.23,0.27,0.28,0.9534,0.009,0.9911,1.9939,2153,2198,4351,937104,933976,1131245,1220391,4222716,0.23,0.23,0.26,0.29,0.9058,0.1446,0.8714,1.9806,3,4,7,271,201,331,365,1168,0.23,0.18,0.28,0.3,0.8832,0.2659,0.7866,1.9355,45,31,76,1185,1279,1673,1833,5970,0.2,0.21,0.28,0.31,0.8883,0.155,0.8593,1.9668,13,9,22,8234,6506,7192,10102,32034,0.23,0.2,0.25,0.32,0.9141,0.2172,0.8083,1.9687
